4.89	3.12
4.88	4.71
4.87	5.12
4.87	2.57
4.86	4.74
4.85	5.15
4.85	4.55
4.84	5.15
4.84	4.89
4.83	4.72
4.83	5.52
4.82	5.13
4.82	5.38
4.81	4.25
4.81	5.8
4.81	5.42
4.81	4.61
4.8	6.17
4.79	5.69
4.79	4.78
4.79	4.26
4.77	3.32
4.77	3.89
4.77	5.3
4.76	3.6
4.75	3.96
4.75	4.92
4.75	5.04
4.74	4.35
4.74	4.8
4.74	5.79
4.73	4.96
4.73	3.43
4.72	2.69
4.72	5.02
4.72	3.71
4.71	4.16
4.71	5.94
4.7	4.07
4.7	5.03
4.7	3.81
4.7	5.59
4.69	6.21
4.69	3.63
4.69	3.04
4.68	3.8
4.68	4.14
4.68	4.34
4.68	5.52
4.68	4.17
4.67	4.71
4.67	4.77
4.65	3.24
4.64	4.66
4.64	3.53
4.64	3.57
4.63	4.44
4.62	4.88
4.62	4.06
4.61	3.57
4.61	4.14
4.61	5.97
4.6	3.56
4.6	4.66
4.6	3.79
4.6	6.79
4.59	4.45
4.59	3.26
4.58	3.29
4.57	4.23
4.56	3.05
4.56	3.69
4.56	3.89
4.56	3.82
4.55	4.14
4.55	5.27
4.54	4.87
4.54	4.27
4.54	3.4
4.53	4.99
4.53	3.8
4.52	4.56
4.52	3.57
4.51	4.18
4.5	3.01
4.49	4.61
4.49	4.03
4.49	3.81
4.48	3.39
4.47	5.14
4.47	3.41
4.45	3.09
4.45	5.22
4.44	5.81
4.44	4.11
4.42	4.72
4.42	3.33
4.42	3.85
4.41	3.22
4.41	4.54
4.41	2.79
4.41	4.22
4.4	3.19
4.37	4.82
4.37	5.38
4.35	3.75
4.34	5.21
4.32	3.99
4.32	4.08
4.32	2.74
4.31	3.4
4.3	2.37
4.29	4.87
4.29	4.48
4.29	4.14
4.29	3.88
4.27	5.17
4.26	4.7
4.26	5.54
4.26	3.2
4.25	6.82
4.24	3.91
4.23	4.2
4.23	4.97
4.2	5.78
4.2	3.8
4.2	2.4
4.18	3.69
4.18	4.28
4.18	3.59
4.18	5.82
4.17	3.46
4.17	3.78
4.17	4.04
4.16	3.89
4.15	4.23
4.14	3.16
4.11	3.44
4.11	4.44
4.11	2.52
4.1	3.34
4.09	2.25
4.09	3.98
4.05	3.36
4.04	3.67
4.04	3.83
4.04	5.53
4.02	4.35
4.02	3.68
4.01	4.1
4.01	4.48
4	3.2
3.99	4.42
3.98	1.94
3.95	4.1
3.94	6.5
3.92	5.33
3.92	3.98
3.9	4.92
3.88	3.39
3.87	3.93
3.87	3.56
3.85	3.6
3.84	4.39
3.84	3.92
3.84	3.8
3.83	4.16
3.83	5.72
3.82	4.97
3.82	3.68
3.81	4.95
3.8	5.01
3.79	4.41
3.77	3.82
3.77	4.06
3.77	5.34
3.76	4.62
3.76	4.41
3.74	3.27
3.73	2.72
3.72	4.76
3.7	4.13
3.69	2.72
3.69	3.06
3.68	3.93
3.66	4.81
3.65	2.87
3.65	6.08
3.65	3.85
3.63	3.36
3.63	2.59
3.62	4.51
3.6	3.38
3.59	4.33
3.59	5.41
3.58	3.73
3.58	3.15
3.57	3.17
3.55	3.44
3.55	3.39
3.55	3.28
3.55	6.47
3.53	3.39
3.5	4.9
3.48	3.6
3.47	4.17
3.46	4.67
3.46	3.34
3.46	3.2
3.44	5.32
3.43	4.84
3.4	4.83
3.36	5.59
3.35	5.89
3.34	4.24
3.32	3.89
3.29	4
3.26	3.91
3.26	3.75
3.22	2.7
3.22	4.4
3.21	4.25
3.18	4.74
3.16	4.21
3.04	4.36
3.04	3.3
3.03	2.87
3.02	4.33
3	3.91
2.95	5.23
2.93	5.69
2.91	5.46
2.34	5.06
2.23	4.6
7.64	3.28
7.38	4.16
7.29	4.74
7.24	2.62
7.24	5.18
7.23	4.23
7.2	4.21
7.13	5.17
7.02	4.54
6.95	2.83
6.94	3.03
6.94	4.6
6.86	4.25
6.85	3.76
6.83	4.34
6.8	3.38
6.8	2.48
6.79	4.04
6.77	6.73
6.74	3.42
6.7	4.65
6.67	4.38
6.61	4.43
6.57	3.99
6.56	4.36
6.55	4.41
6.54	3.51
6.53	4.45
6.52	3.96
6.47	5.73
6.46	5.63
6.44	4.48
6.41	5.14
6.41	2.08
6.37	4.11
6.37	4.1
6.36	5.02
6.35	3.23
6.33	4.5
6.3	4.89
6.3	3.52
6.3	4.39
6.26	4.14
6.26	3.34
6.24	3.27
6.24	4.19
6.22	3.8
6.22	3.7
6.2	4.61
6.16	4.41
6.15	1.42
6.14	5.06
6.14	4.06
6.13	4.44
6.12	3.29
6.11	4.81
6.1	4.93
6.09	3.41
6.09	3.67
6.08	4.4
6.08	5.35
6.08	4.18
6.07	4.95
6.06	3.84
6.05	4.04
6.04	3.68
6.04	4.35
6.04	5.59
6.03	5.08
6.02	3.26
6.01	3.24
5.99	5.94
5.99	3.36
5.98	4.41
5.97	2.93
5.97	3.54
5.96	4.66
5.95	3.8
5.94	3.5
5.94	3.83
5.91	4.5
5.91	6.07
5.9	4.02
5.89	4.82
5.89	4.21
5.88	3.43
5.88	3.99
5.88	3.73
5.87	4.25
5.87	2.83
5.83	4.5
5.82	4.97
5.82	3.15
5.81	2.52
5.79	5.61
5.78	4.27
5.78	2.95
5.77	3.69
5.77	4.04
5.76	6.07
5.73	2.51
5.72	3.79
5.72	4.21
5.72	4.74
5.7	4.39
5.68	5.14
5.66	6.37
5.66	4.31
5.66	3.33
5.66	5.3
5.65	4.54
5.65	5.78
5.65	3.67
5.63	4.24
5.62	3.72
5.62	5.5
5.61	4.23
5.61	3.84
5.61	1.54
5.6	5.2
5.59	4.24
5.59	2.19
5.59	2.47
5.59	5.01
5.58	5.13
5.57	3.77
5.56	4.95
5.56	5.13
5.56	3.43
5.55	4.62
5.55	3.84
5.54	4.3
5.53	2.65
5.53	5.02
5.52	4.47
5.52	5.69
5.52	4.52
5.5	2.82
5.5	5.33
5.49	4.69
5.48	5.24
5.48	3.23
5.48	3.63
5.47	6.35
5.46	2.57
5.45	3.98
5.44	2.71
5.43	3.26
5.43	4.98
5.43	4.17
5.42	4.73
5.42	2.65
5.41	4.1
5.41	4.87
5.4	3.75
5.4	4.33
5.4	5.3
5.4	5.96
5.39	4.42
5.39	3.3
5.38	4.55
5.37	3.74
5.37	3.8
5.36	4.71
5.36	4.97
5.35	5.35
5.34	4.16
5.34	5.6
5.34	3.62
5.33	3.34
5.33	3.53
5.32	4.73
5.32	5.39
5.31	4.67
5.3	2.38
5.3	4.27
5.3	5.87
5.28	2.99
5.28	4.66
5.27	2.91
5.25	1.91
5.25	4.62
5.24	3.25
5.24	3.4
5.24	4.15
5.24	3.26
5.23	4.36
5.22	4.64
5.21	5.47
5.2	4.3
5.2	3.47
5.19	3.28
5.19	2.26
5.18	4.23
5.18	4.64
5.18	3.54
5.17	3.67
5.17	5.35
5.17	3.37
5.16	5.24
5.16	5.6
5.16	3.84
5.16	3.85
5.15	2.54
5.15	4.68
5.15	5.6
5.15	4.77
5.14	4.57
5.14	3.45
5.14	3.34
5.12	6.52
5.11	4.65
5.1	3.78
5.1	4.22
5.1	4.4
5.1	4.36
5.09	4
5.09	4.07
5.08	3.19
5.08	4.15
5.08	4.42
5.07	4.04
5.06	5.42
5.06	2.66
5.06	5.01
5.06	5.66
5.05	3.1
5.05	3.29
5.05	4.88
5.05	3.05
5.04	4.22
5.03	3.66
5.02	4.92
5.02	3.7
5.02	4.1
5.01	4.19
5.01	5.02
5	4.9
5	2.61
5	3.72
5	3.41
4.98	2.84
4.97	4.7
4.96	5.14
4.96	4.23
4.96	4.62
4.96	6.46
4.96	6.21
4.95	3.44
4.91	5.18
4.9	4.48
4.9	5.46
4.9	5.53
4.89	4.14
4.89	3.42
4.88	5.08
4.88	4.69
4.88	3.51
4.88	4.17
4.88	4.21
4.87	2.54
4.87	4.97
4.87	5.95
4.87	4.03
4.86	4.52
4.86	5.3
4.86	4.56
4.85	4.53
4.85	3.51
4.85	4.63
4.82	2.31
4.82	3.27
4.82	3.94
4.81	5.19
4.8	6.88
4.79	6.65
4.79	2.59
4.79	6.05
4.78	4.36
4.78	3.73
4.78	3.4
4.78	4.77
4.76	3.83
4.75	3.86
4.74	3.92
4.74	4.14
4.73	5.14
4.73	4.07
4.73	5.09
4.73	4.27
4.72	3.76
4.71	3.5
4.71	4.98
4.7	4.9
4.7	3.98
4.7	2.98
4.69	4.48
4.68	3.16
4.67	3.35
4.67	4.24
4.65	3.94
4.65	3.17
4.64	3.9
4.64	3.05
4.64	4.79
4.63	4.67
4.62	4.93
4.62	4.32
4.61	4.38
4.61	4.45
4.61	3.55
4.61	4.01
4.6	5.56
4.6	4.38
4.59	2.56
4.59	5.6
4.58	5.16
4.58	4.97
4.56	3.17
4.55	3.61
4.55	2.75
4.54	2.88
4.53	3.65
4.52	2.36
4.51	2.78
4.49	3.01
4.49	2.64
4.49	5.57
4.49	2.58
4.49	3.54
4.48	5.32
4.48	3.55
4.48	3.72
4.46	2.82
4.46	4.72
4.46	4.96
4.46	2.18
4.44	3.14
4.44	3.52
4.42	4.24
4.41	2.92
4.41	2.95
4.41	3.36
4.41	4.8
4.4	4.64
4.39	4.15
4.39	3.46
4.38	4.65
4.37	2.02
4.37	5.28
4.36	3.77
4.36	5.79
4.35	5.06
4.34	4.31
4.34	2.25
4.34	3.9
4.34	4.1
4.33	4.75
4.32	5.04
4.32	4.6
4.31	5.56
4.29	3.92
4.29	5.47
4.28	3.87
4.27	3.07
4.27	2.56
4.26	4.18
4.26	5.06
4.25	3.79
4.24	2.85
4.21	5.91
4.21	3.24
4.21	3.85
4.2	4.47
4.2	2.9
4.2	5.06
4.19	4.01
4.19	5.06
4.19	3.48
4.18	3.19
4.16	5.05
4.15	4.51
4.14	3.98
4.14	3.73
4.14	4.7
4.14	3.73
4.14	3.79
4.12	5.07
4.12	3.96
4.12	5.52
4.11	5.48
4.11	2.6
4.11	4.47
4.11	3.48
4.1	3.22
4.09	3.41
4.09	5.35
4.06	5.76
4.06	3.36
4.05	3.83
4.05	4.16
4.05	4.36
4.04	4.66
4.03	4.68
4.02	6.07
4.01	4.8
4	5.23
4	3.21
3.98	4.43
3.98	5.26
3.95	4.81
3.95	4.1
3.95	3.69
3.94	4.9
3.94	2.4
3.94	4.76
3.93	2.83
3.92	4.27
3.92	3.15
3.91	4.6
3.9	3.78
3.9	3.65
3.9	4.58
3.9	3.39
3.88	3.6
3.88	3.48
3.86	3.02
3.85	1.62
3.82	3.69
3.81	1.4
3.8	3.44
3.79	2.76
3.79	3.51
3.79	3.06
3.74	3.86
3.72	6.55
3.7	2.46
3.68	4.13
3.65	3.24
3.63	3.85
3.62	3.47
3.61	5.13
3.58	5.86
3.57	4.14
3.56	3.44
3.53	3.21
3.53	3.8
3.52	4.08
3.49	5.49
3.45	5.85
3.43	4.24
3.43	2.57
3.42	2.75
3.39	6.32
3.38	3.85
3.38	4.84
3.37	4.8
3.36	3.47
3.34	4.09
3.34	4.97
3.32	4.42
3.27	3.39
3.22	4.6
3.22	2.56
3.21	3.83
3.17	5.08
3.17	4.65
3.16	2.08
3.15	5
3.12	3.65
3.02	3.31
2.88	5.68
2.8	3.73
2.78	3.56
2.75	6.7
2.68	4.49
2.47	4.87
2.46	4.71
2.44	5.28
2.26	5.14
2.17	3.54
1.95	3.81
