99.18 	894.84 	13436.14 	6220.09 	124546.44 	53543.38 	1394371.73 	1066703.28 	307178.42 	1028.33 
99.94 	914.61 	7346.23 	3681.29 	92626.59 	16822.46 	1933295.24 	230222.54 	230309.32 	1043.62 
100.28 	909.65 	10667.53 	3603.10 	139655.15 	16534.23 	1576837.97 	225817.98 	295580.37 	1057.61 
100.37 	718.82 	4259.45 	6922.17 	35280.93 	60092.86 	677393.69 	634578.14 	347423.57 	1047.95 
99.86 	914.79 	14181.43 	6363.27 	132025.99 	30722.58 	2836777.50 	582347.11 	444583.80 	1076.97 
99.27 	316.39 	6862.59 	1109.95 	33317.48 	4500.51 	636215.87 	21006.13 	37463.32 	981.70 
100.92 	317.45 	15758.40 	1909.44 	82009.13 	14497.72 	1694288.83 	255974.95 	195633.18 	1181.97 
99.54 	706.40 	7487.23 	4736.69 	65524.78 	22228.46 	1328143.21 	312392.70 	215659.36 	1057.11 
99.07 	900.19 	12877.80 	8884.96 	224709.59 	79095.98 	5035213.42 	1629332.99 	1629129.52 	989.06 
99.95 	517.60 	13706.44 	1959.92 	70633.72 	8468.41 	1098383.07 	141612.95 	75175.25 	1046.90 
99.49 	910.98 	9885.54 	9021.79 	128382.58 	80435.96 	1440262.51 	1264210.01 	1264613.97 	986.80 
98.06 	488.83 	3624.61 	3154.15 	29543.38 	25264.64 	293971.07 	470477.21 	247874.36 	905.75 
102.00 	310.75 	5045.09 	2661.50 	23732.72 	20974.83 	439202.68 	111857.98 	202288.27 	1233.18 
99.63 	307.45 	4073.80 	1093.98 	18880.38 	4478.83 	341893.23 	37186.34 	37266.89 	1003.55 
98.72 	889.27 	9056.13 	6189.06 	44977.94 	53249.46 	882277.18 	305164.14 	1060037.70 	912.03 
101.47 	726.78 	15541.75 	7001.51 	145931.80 	60850.66 	2407445.91 	352357.85 	643173.91 	1167.41 
99.56 	512.61 	14107.90 	3320.12 	248321.08 	15107.78 	4267510.64 	267703.19 	204689.22 	1074.36 
99.89 	703.52 	10268.08 	2752.54 	92786.45 	12227.23 	1476062.83 	112346.14 	162267.49 	1018.34 
101.18 	316.51 	12062.81 	1932.37 	159848.38 	14636.05 	1823899.59 	258601.87 	75629.63 	1179.38 
101.79 	309.37 	4917.96 	2632.74 	41272.45 	20716.02 	803627.50 	199606.32 	110318.60 	1195.93 
98.84 	894.27 	13019.22 	8861.43 	120297.40 	44021.54 	1343131.99 	453060.80 	657652.14 	998.36 
99.23 	893.02 	12334.58 	8820.20 	214350.97 	43639.72 	4785381.11 	651449.97 	246533.04 	954.54 
99.78 	309.82 	13482.40 	1859.56 	180678.27 	7975.15 	2080741.25 	39246.72 	70244.09 	1031.69 
98.63 	297.85 	9400.45 	1800.90 	158821.66 	13573.85 	3463426.72 	237992.17 	69747.60 	944.14 
101.67 	937.03 	8734.10 	6508.71 	77655.33 	31405.52 	1217410.50 	314016.38 	172989.94 	1214.54 
100.44 	503.71 	4628.38 	3255.75 	72517.87 	26199.53 	1129931.41 	489446.08 	489367.70 	1139.28 
100.48 	905.84 	7821.03 	6315.62 	68745.85 	30384.44 	1399391.48 	575479.71 	439336.16 	1102.34 
98.86 	891.02 	13204.38 	6171.18 	230904.39 	53033.16 	5185090.78 	1055512.96 	554584.53 	1013.25 
100.77 	714.10 	14348.41 	6850.31 	253123.61 	59537.48 	5724173.52 	1196717.64 	628329.08 	1089.18 
99.88 	913.01 	10951.18 	3648.60 	55261.52 	29659.37 	1103645.29 	162615.43 	162542.35 	1079.66 
100.71 	316.99 	4450.70 	1127.09 	53170.76 	4569.78 	1058541.17 	71481.85 	71518.50 	1100.71 
100.84 	305.46 	7688.57 	1070.91 	127354.23 	4336.32 	2728460.90 	20168.90 	20163.85 	1082.08 
101.66 	527.54 	12725.20 	4847.81 	169494.12 	40665.24 	1942750.16 	415735.23 	228227.10 	1232.92 
101.41 	932.07 	4753.41 	3748.12 	74769.93 	30658.87 	1168297.66 	168469.84 	305929.69 	1163.92 
100.39 	319.64 	8036.20 	1933.66 	102194.34 	14711.64 	1638461.01 	137449.60 	259997.07 	1122.71 
98.50 	503.03 	3956.14 	1893.66 	18274.28 	8154.63 	174094.75 	135752.24 	135766.16 	980.16 
98.85 	510.71 	6367.56 	1928.52 	103292.95 	8274.44 	2175174.97 	40754.47 	40866.38 	915.29 
99.96 	512.26 	14235.45 	1921.20 	191643.19 	8295.50 	3229539.84 	40821.10 	138338.84 	1081.61 
97.93 	302.72 	5985.68 	2557.13 	96530.25 	11372.33 	1540592.81 	196061.94 	149831.17 	863.89 
100.06 	310.38 	7979.87 	2638.74 	70316.51 	11736.41 	1092991.17 	59671.22 	155169.38 	1118.91 
99.32 	906.03 	6824.43 	8950.37 	33138.74 	44386.47 	332945.16 	663421.34 	457262.32 	975.68 
100.69 	913.18 	10944.44 	9065.32 	187910.59 	45107.94 	2170470.86 	675247.64 	885287.51 	1081.99 
100.28 	304.74 	14314.85 	1069.29 	133397.33 	4348.95 	2185028.67 	20298.47 	20242.70 	1087.60 
100.95 	514.26 	14746.85 	1925.22 	137861.43 	14573.45 	1555653.55 	196839.01 	75289.55 	1114.33 
100.09 	906.97 	4253.09 	6276.48 	19698.40 	53996.06 	188935.50 	565113.72 	565069.79 	1048.00 
98.97 	899.77 	9863.88 	6241.66 	88695.57 	30024.71 	1844503.39 	299128.85 	433479.16 	983.05 
100.01 	703.70 	14110.67 	6759.98 	131276.18 	58703.89 	2147117.19 	1178510.10 	898764.89 	1072.70 
99.81 	504.89 	7544.59 	1896.49 	36826.70 	8149.54 	541535.62 	103907.09 	103867.32 	1064.42 
101.71 	323.14 	16046.24 	1951.30 	83602.55 	14833.48 	1729951.53 	76739.38 	76836.89 	1201.38 
99.24 	510.73 	7009.02 	4693.78 	33978.76 	39164.79 	496100.73 	398964.84 	399107.82 	997.15 
99.90 	509.52 	14172.21 	1933.47 	131907.94 	8319.90 	1482829.59 	138845.26 	106244.13 	1075.52 
100.94 	710.03 	11989.88 	2775.25 	61066.05 	21906.42 	1230391.91 	307334.95 	212345.26 	1171.63 
101.02 	714.54 	14769.01 	2789.91 	261196.49 	22027.78 	3091760.90 	117861.41 	309309.33 	1117.33 
98.34 	888.60 	11457.75 	6169.52 	197641.84 	52954.44 	3338432.94 	1053625.71 	553431.09 	894.53 
99.24 	510.66 	6967.45 	1898.71 	60599.22 	14376.96 	930157.06 	74216.60 	193810.86 	990.35 
99.27 	902.80 	4023.69 	3615.55 	33135.72 	16564.08 	482832.12 	226276.89 	156531.73 	991.83 
100.94 	911.92 	11097.52 	6370.40 	100992.93 	30680.70 	1617211.28 	306238.77 	306205.73 	1093.31 
100.92 	310.98 	7945.09 	2644.17 	69983.92 	20844.84 	1426768.18 	201124.17 	291166.32 	1115.44 
98.90 	498.36 	12277.97 	1876.32 	163104.74 	14183.44 	3564096.75 	131972.12 	132057.71 	950.08 
99.94 	518.31 	7251.97 	3342.16 	35389.10 	15219.38 	518697.99 	269963.86 	142601.39 	1030.41 
100.08 	308.90 	13586.49 	1867.44 	69835.55 	8036.88 	746452.06 	102211.54 	39509.63 	1039.31 
100.43 	307.99 	14451.25 	1086.02 	74724.25 	7723.71 	1531485.57 	97809.87 	37927.82 	1094.33 
99.89 	509.17 	4456.56 	1888.56 	69609.31 	8110.55 	1418392.59 	103282.88 	39907.28 	1092.28 
100.21 	315.50 	7633.00 	1925.67 	37358.20 	8269.06 	379294.30 	137901.73 	40730.36 	1078.03 
100.45 	923.41 	4553.69 	3669.82 	71251.11 	29838.12 	1454418.25 	564033.50 	163443.63 	1112.72 
99.11 	305.74 	3982.64 	2604.87 	18430.60 	11556.83 	175664.49 	152427.53 	152616.12 	984.55 
98.98 	297.02 	9871.33 	2527.61 	128323.46 	19770.23 	1439912.62 	104802.75 	274742.93 	984.92 
101.49 	324.24 	5053.79 	1162.39 	23790.29 	8341.40 	336146.88 	41067.90 	41226.69 	1220.64 
99.71 	709.20 	7548.76 	6801.09 	95509.36 	58981.86 	1998356.32 	622011.80 	903217.31 	1065.96 
99.04 	504.89 	10370.28 	3244.10 	52103.67 	26084.61 	789581.21 	486932.85 	141411.10 	1027.74 
100.64 	313.79 	8239.37 	1887.05 	137444.88 	14286.11 	1550171.44 	73808.75 	73782.50 	1149.91 
98.43 	702.45 	9859.16 	2708.46 	49308.81 	21343.48 	743721.73 	391128.05 	391169.84 	985.25 
99.34 	299.53 	12810.35 	1807.05 	223482.56 	7730.98 	5006106.49 	67871.07 	37865.37 	985.78 
101.88 	309.29 	5073.11 	1088.76 	61523.80 	7738.27 	650847.66 	128263.66 	37938.91 	1233.44 
100.44 	920.41 	14075.25 	3648.72 	130984.39 	16730.15 	1472241.36 	299439.11 	299496.27 	1070.31 
100.41 	515.57 	4665.89 	3324.21 	21795.22 	15072.68 	400082.81 	141100.06 	204193.34 	1146.81 
101.34 	324.56 	11728.67 	1978.16 	59462.96 	15048.45 	627730.13 	78137.11 	203705.31 	1150.42 
99.14 	498.74 	4052.18 	3219.18 	33357.06 	14511.43 	486087.47 	135421.38 	256145.09 	1008.35 
99.50 	513.31 	4140.98 	1939.86 	64091.04 	8368.16 	1296518.98 	139783.77 	139733.18 	1029.45 
99.64 	305.32 	13652.70 	1097.31 	239633.57 	4473.32 	5396584.38 	69807.60 	20867.38 	1043.87 
101.49 	512.79 	8345.89 	1923.39 	73977.21 	8256.31 	1515143.77 	105372.51 	73111.88 	1164.21 
99.64 	713.05 	10554.70 	4822.95 	95569.28 	22678.84 	1523933.79 	121673.12 	121756.55 	1047.89 
99.93 	314.06 	13368.68 	2699.50 	178952.37 	21324.95 	3939104.54 	390642.34 	390666.53 	1021.72 
99.65 	302.63 	4298.49 	1813.27 	35595.03 	7780.05 	683855.71 	68331.59 	68370.82 	1066.14 
99.69 	899.42 	13229.31 	6243.83 	176857.11 	53674.07 	2961510.59 	561749.10 	815540.22 	1011.40 
99.64 	308.31 	10667.30 	2625.36 	182640.80 	20656.26 	2105327.46 	288090.61 	199188.48 	1058.03 
99.63 	311.27 	4086.62 	2666.78 	48468.37 	20966.91 	730155.63 	383522.65 	202464.95 	1017.92 
101.45 	927.03 	4821.93 	9226.22 	58183.41 	82507.24 	613099.92 	894245.96 	488402.88 	1181.11 
100.03 	301.10 	7273.37 	1810.71 	35438.41 	7774.74 	357928.16 	98647.40 	98690.70 	1027.48 
100.15 	517.76 	13581.50 	1957.55 	125889.15 	14873.00 	1410491.84 	263183.82 	77171.79 	1037.99 
99.31 	512.01 	3932.20 	3304.50 	32293.74 	26651.18 	469496.35 	144713.64 	380769.18 	978.85 
100.79 	316.16 	11958.76 	2712.10 	207054.35 	21368.08 	4610052.60 	299056.57 	391671.11 	1168.53 
100.24 	908.86 	11305.35 	9024.71 	102992.74 	44860.80 	1135568.44 	671228.38 	253676.50 	1112.26 
99.35 	713.78 	9855.43 	4815.23 	88685.39 	22657.82 	1844214.73 	220225.61 	318932.71 	983.35 
98.73 	692.54 	6638.18 	6643.96 	82887.81 	32196.32 	898450.73 	322658.62 	177596.64 	953.18 
98.29 	491.65 	6135.01 	3144.51 	99202.68 	14244.55 	1586348.17 	251005.72 	73630.03 	886.47 
100.02 	704.73 	14375.92 	6767.65 	253507.06 	32788.06 	5734222.02 	329098.01 	625241.28 	1088.64 
100.13 	314.48 	4272.55 	2693.82 	35377.07 	12010.75 	679241.96 	110064.47 	159056.78 	1047.44 
100.06 	702.58 	7782.70 	6724.05 	98702.83 	32592.09 	1577930.29 	621109.66 	621044.81 	1090.97 
100.77 	317.16 	7911.22 	1929.36 	131369.32 	14620.54 	2148826.93 	75518.63 	197378.19 	1114.79 
101.40 	317.85 	11746.27 	1916.99 	107399.72 	8271.24 	1728394.59 	40792.70 	40733.13 	1151.47 
100.40 	503.50 	7823.60 	3230.90 	129676.94 	25912.13 	2118894.25 	254711.09 	483657.11 	1100.19 
98.63 	501.22 	12284.23 	1854.73 	62538.51 	13990.67 	962662.59 	72192.16 	246200.46 	950.37 
98.60 	887.96 	6837.88 	6125.84 	59440.71 	29362.01 	911054.01 	160820.96 	160655.28 	974.48 
99.91 	311.03 	7777.37 	2648.54 	128948.76 	11785.95 	2106355.81 	107848.96 	155932.13 	1092.78 
98.92 	507.01 	3914.98 	1920.52 	32054.18 	8254.54 	320933.44 	137605.64 	72920.05 	979.41 
100.95 	311.98 	4709.53 	1886.70 	73963.14 	14285.95 	794358.82 	251740.84 	133177.48 	1156.62 
101.14 	507.36 	7984.83 	1908.52 	101609.55 	8210.43 	2136874.89 	136859.11 	136854.89 	1124.01 
100.47 	714.35 	15162.71 	6864.98 	205576.82 	33357.71 	2390691.26 	636947.39 	486258.93 	1145.21 
99.20 	297.48 	13315.99 	1778.37 	233212.67 	13394.50 	3989070.23 	68792.65 	68772.65 	1020.01 
99.82 	909.05 	4166.07 	6303.35 	49508.85 	30339.50 	746937.85 	574395.36 	574542.82 	1032.33 
100.44 	509.74 	4486.88 	3306.97 	20930.39 	26690.21 	292486.02 	381406.63 	381250.04 	1106.71 
100.51 	719.73 	11628.07 	6892.93 	59045.04 	33441.82 	622515.93 	638733.35 	336107.26 	1137.24 
101.37 	322.80 	12449.91 	1159.44 	165468.49 	8277.55 	2756699.78 	73169.95 	105700.32 	1208.41 
101.68 	516.22 	4910.08 	1940.71 	41248.53 	14768.95 	612760.60 	199511.92 	261287.28 	1196.85 
98.83 	708.91 	12154.48 	2737.90 	111605.25 	21600.69 	1238943.26 	396127.62 	302597.56 	939.63 
98.82 	897.60 	6819.17 	6204.97 	111450.64 	29774.31 	1799244.60 	163212.72 	163172.99 	970.51 
100.07 	907.79 	10253.72 	3607.71 	51486.28 	29284.89 	779604.06 	421829.22 	421821.13 	1018.10 
99.06 	494.66 	13257.38 	3191.21 	231947.68 	25598.18 	3965521.00 	138649.67 	364274.81 	1016.59 
101.51 	305.90 	12615.04 	2593.31 	219609.42 	20358.26 	2566575.41 	283766.71 	283714.12 	1228.49 
99.17 	696.27 	10072.37 	4677.25 	131187.33 	39115.99 	1474088.08 	757809.98 	578314.54 	1003.87 
98.27 	303.25 	12156.40 	1836.72 	61996.56 	7894.18 	953796.70 	38749.40 	38684.98 	940.39 
101.22 	526.32 	8325.26 	4847.60 	106364.77 	22766.99 	1710837.99 	419793.88 	122119.75 	1165.01 
99.40 	706.89 	12582.00 	4748.26 	167403.48 	22286.00 	3665808.03 	216172.15 	313246.46 	970.39 
101.27 	521.28 	8095.54 	3393.71 	134730.95 	15474.64 	2208566.96 	210091.93 	210043.38 	1137.00 
102.26 	311.74 	13099.36 	1090.74 	174940.89 	7749.92 	2926812.71 	68123.91 	98315.14 	1269.94 
100.95 	505.97 	4801.30 	3269.51 	57942.53 	14863.47 	1162013.01 	77034.26 	139013.91 	1167.91 
99.90 	700.26 	10297.54 	4695.58 	175770.76 	21957.03 	3864091.80 	308104.01 	212837.62 	1024.91 
99.60 	509.25 	10322.49 	3290.07 	51795.32 	14896.03 	540493.34 	263659.52 	77132.38 	1028.05 
100.80 	511.78 	4415.55 	1909.26 	20547.77 	8196.25 	286613.56 	40279.05 	104577.90 	1087.99 
98.00 	887.53 	11189.61 	3510.25 	101877.62 	28428.97 	1122434.76 	281857.82 	155255.49 	872.23 
99.15 	904.09 	6676.33 	6295.81 	83319.47 	30287.30 	1723735.86 	437587.94 	166095.24 	956.06 
100.40 	918.54 	14580.40 	3698.80 	136140.93 	30094.85 	2932465.32 	434572.28 	165196.65 	1104.84 
99.30 	298.38 	9608.76 	2528.17 	124511.01 	11198.79 	2027828.77 	56607.71 	192683.22 	962.76 
97.68 	496.43 	3360.16 	3187.36 	15217.99 	25567.87 	269996.97 	251246.46 	138307.48 	854.22 
100.04 	510.76 	4462.90 	1919.40 	20877.07 	8275.35 	201361.92 	138101.89 	105592.74 	1090.83 
99.61 	909.71 	4053.25 	6295.30 	33397.11 	54270.51 	486928.31 	568607.22 	1082444.80 	1006.01 
100.28 	316.09 	13776.31 	1898.61 	127925.65 	14386.49 	2741299.83 	74357.65 	253853.47 	1051.61 
100.47 	919.74 	8133.79 	3658.04 	103673.19 	16801.45 	2184218.39 	87933.75 	300954.48 	1141.40 
98.94 	702.43 	9732.15 	2703.76 	48581.93 	21280.15 	959712.41 	205603.62 	389935.58 	971.50 
100.02 	716.03 	13488.96 	4810.07 	236486.91 	22582.12 	5320179.30 	317546.02 	219337.32 	1030.77 
99.87 	905.73 	4195.90 	3595.58 	49924.23 	16493.73 	988525.25 	294936.60 	155733.63 	1043.47 
100.20 	916.90 	7498.73 	3637.85 	94678.64 	29566.32 	1508684.14 	426321.04 	426393.62 	1059.60 
101.85 	718.35 	15859.73 	6914.73 	282566.56 	60067.46 	6444622.55 	347468.04 	921278.99 	1191.37 
101.52 	923.46 	11748.68 	9190.76 	155398.49 	82081.49 	3383035.77 	1292412.77 	1292718.07 	1152.22 
100.94 	319.60 	14687.71 	2747.48 	137323.84 	21682.20 	1548909.27 	397754.73 	397839.72 	1111.53 
101.54 	924.90 	15247.41 	6454.91 	270407.12 	55745.23 	6146402.50 	1114512.25 	320720.36 	1147.79 
99.54 	502.28 	7270.66 	4596.01 	91542.61 	38347.11 	1908797.45 	214282.24 	565709.60 	1029.41 
97.34 	678.03 	3153.30 	4523.87 	36362.28 	21144.20 	368407.95 	387041.59 	295502.76 	803.11 
99.53 	306.81 	13319.40 	2610.67 	178149.41 	20546.39 	2984796.19 	197844.20 	109234.44 	1018.32 
99.05 	909.26 	12752.88 	6324.04 	117621.23 	30411.86 	1311075.75 	575906.76 	166935.74 	981.60 
99.76 	318.19 	10489.16 	1938.11 	179282.85 	14726.97 	3947080.86 	76303.67 	76335.69 	1041.00 
101.74 	310.31 	5151.93 	1086.85 	43494.66 	7695.19 	850650.64 	127345.46 	127416.55 	1245.97 
100.39 	709.06 	4350.45 	2766.74 	51859.25 	12342.56 	785665.16 	214349.62 	214378.68 	1065.72 
99.89 	715.86 	4105.57 	4848.66 	33813.16 	40613.70 	340450.50 	415227.41 	228107.58 	1013.96 
100.01 	900.97 	4189.12 	8934.70 	19405.56 	44329.69 	185883.41 	250422.76 	250326.92 	1038.44 
99.94 	717.65 	4255.76 	6885.94 	50614.64 	59897.41 	765178.58 	918591.29 	918839.32 	1057.27 
99.71 	512.75 	4220.23 	4706.37 	19608.29 	22057.77 	356419.98 	213955.77 	405546.67 	1047.28 
99.52 	317.70 	3977.64 	1937.63 	47022.94 	14698.75 	706298.76 	198637.99 	198517.82 	993.99 
99.08 	893.78 	6861.05 	3574.46 	85898.86 	28976.79 	933756.98 	546410.11 	546316.74 	979.07 
98.77 	702.99 	3992.24 	2734.30 	47230.51 	12141.95 	709920.67 	61865.35 	111451.17 	986.38 
98.84 	301.05 	3906.68 	2568.55 	17980.92 	11342.37 	171157.14 	57394.92 	57491.68 	972.65 
98.70 	893.23 	3640.55 	8828.67 	42600.74 	78580.10 	634636.21 	463460.54 	463409.11 	915.55 
100.58 	912.00 	15262.93 	3620.78 	143100.84 	29463.69 	1619251.47 	161291.03 	161375.16 	1149.33 
100.05 	511.33 	4344.19 	4706.45 	51761.46 	39335.43 	1028132.40 	401012.80 	220373.85 	1072.20 
101.33 	517.86 	16016.98 	4759.24 	83575.66 	22307.96 	1317757.03 	410331.68 	216420.42 	1201.30 
99.45 	701.81 	3994.84 	2720.94 	18467.09 	21507.07 	255092.50 	208067.71 	301074.82 	992.52 
100.61 	310.27 	15075.41 	1878.67 	204254.70 	8072.27 	3458303.04 	71259.37 	134257.71 	1135.39 
98.86 	892.60 	9561.01 	6190.37 	123886.73 	29747.15 	1386326.34 	296069.63 	163074.28 	958.05 
101.95 	734.27 	5228.12 	7054.91 	83058.19 	34357.26 	900340.82 	502204.98 	502040.06 	1264.17 
102.76 	320.62 	9442.38 	1930.87 	122239.24 	8356.94 	2610345.16 	139528.91 	74085.19 	1301.48 
101.29 	719.13 	11989.74 	4854.29 	158728.45 	22885.20 	2635227.10 	222433.60 	222500.31 	1168.44 
99.69 	699.91 	13011.40 	4697.36 	227165.13 	39251.54 	3878115.64 	219581.25 	580386.52 	998.64 
98.39 	691.92 	3715.63 	2661.15 	43542.72 	11791.26 	447895.13 	155936.52 	203943.03 	927.57 
101.66 	525.83 	15926.05 	1968.99 	216738.61 	15011.22 	3686508.34 	77878.17 	77716.15 	1195.23 
100.50 	907.33 	11231.67 	9010.32 	102228.56 	44744.84 	1127021.89 	669210.10 	669207.93 	1102.64 
98.38 	508.02 	3781.04 	1885.75 	44484.84 	14283.98 	665098.99 	192514.85 	73728.45 	937.70 
100.75 	914.86 	4598.00 	9080.52 	55199.98 	81032.08 	579061.05 	1672343.62 	877063.60 	1133.90 
100.43 	719.30 	7634.21 	6904.35 	126324.29 	60033.09 	1415768.18 	920681.79 	920780.60 	1073.36 
99.59 	310.29 	7315.03 	1090.91 	120490.95 	7732.56 	1957593.43 	98060.03 	37813.39 	1035.56 
100.78 	721.13 	4557.25 	4850.01 	37959.32 	22838.35 	559461.58 	122516.53 	321477.38 	1122.35 
100.05 	703.86 	10802.80 	2745.41 	141699.41 	21643.13 	3061783.52 	209413.45 	209449.18 	1065.60 
100.09 	715.39 	7206.82 	4803.03 	35096.32 	22604.86 	514016.38 	121153.44 	121202.84 	1022.40 
101.12 	921.68 	11941.40 	3665.16 	109470.42 	16842.44 	1213136.86 	159449.51 	159229.24 	1164.29 
99.65 	500.90 	13641.22 	3222.92 	70093.05 	25894.52 	1089140.28 	483036.19 	140210.29 	1042.41 
100.79 	523.30 	7691.77 	4795.17 	97533.85 	22502.63 	1557953.40 	414498.78 	316543.99 	1081.09 
101.30 	922.52 	16098.40 	6412.20 	287235.19 	30839.23 	6559328.84 	169582.89 	584868.67 	1203.60 
99.26 	498.54 	10296.22 	3227.17 	134427.75 	25920.97 	1513489.06 	140612.17 	140584.86 	1023.83 
100.55 	913.07 	4395.35 	6323.02 	68520.77 	54400.51 	1394026.79 	827556.45 	569792.64 	1082.73 
100.65 	508.22 	14395.75 	4656.23 	74321.85 	21809.06 	798665.34 	211304.66 	116675.81 	1091.11 
99.90 	902.73 	4363.07 	3584.03 	20287.56 	16416.41 	369923.64 	293464.68 	224081.22 	1071.73 
99.88 	906.80 	4109.64 	8990.04 	48716.62 	80157.36 	962505.81 	1259605.13 	1259621.43 	1015.39 
100.03 	508.90 	4524.00 	1899.41 	37636.36 	14399.03 	726624.66 	194218.76 	74336.37 	1110.65 
99.70 	704.30 	10661.62 	4742.11 	139504.75 	22241.29 	3010702.85 	312360.65 	215615.59 	1053.73 
100.72 	710.57 	15160.24 	6797.48 	141938.44 	58922.66 	3067679.41 	1183455.35 	902407.98 	1144.22 
99.96 	712.52 	7415.19 	2795.56 	36200.39 	12510.92 	696446.50 	63856.84 	115145.09 	1044.61 
100.95 	516.00 	8232.25 	1934.32 	137345.07 	14672.15 	2254533.03 	198168.17 	198157.68 	1153.77 
101.15 	718.06 	8203.49 	4839.27 	72467.68 	22726.75 	1129317.65 	220867.79 	220916.37 	1148.11 
99.65 	510.10 	13333.41 	4657.33 	233533.81 	38843.27 	3995286.00 	217480.22 	751992.66 	1020.80 
99.06 	903.15 	12486.26 	3576.06 	114825.94 	16305.39 	2439355.53 	153767.70 	291080.92 	964.36 
100.87 	313.70 	11425.97 	1108.21 	104339.48 	7902.66 	1151651.33 	100371.18 	38799.26 	1121.00 
99.35 	699.57 	6808.13 	4723.67 	85113.37 	39563.44 	924406.11 	221467.01 	767255.72 	974.82 
100.69 	706.88 	8386.47 	6771.61 	41390.69 	58686.88 	615084.32 	1178472.31 	338591.94 	1171.15 
99.55 	512.22 	10213.04 	1915.17 	133189.34 	8234.07 	2180969.82 	104973.11 	104968.42 	1018.50 
99.79 	311.31 	10916.45 	1895.70 	55189.29 	8152.76 	840549.87 	103841.35 	40212.55 	1078.33 
98.64 	697.20 	3660.13 	6675.07 	29853.51 	32322.16 	297334.06 	324141.67 	615580.64 	918.09 
99.56 	312.74 	13452.93 	2656.70 	180093.25 	11854.17 	2073858.57 	60330.71 	156770.50 	1026.99 
