长丰坊 中间楼层 双南两房待售 房屋采光明亮且通透,410
信和花园 2室2厅 768万,768
东方花园二期，南北通透三房，全明户型，满五唯一税少,740
在阳台可看中间花园，品质板式三房，看房有钥匙,1020
人民广场板块+高区南北通三房+苏州河景观+钥匙房！,1350
浦东世纪花园(公寓) 3室2厅 1430万,1430
金桥爱建园 4室2厅 1350万,1350
此房一手动迁，满五唯一，看房方便。。,285
三房两厅 南北通透 产权清晰 低楼层 诚意出售,350
虹桥乐庭 3室2厅 1500万,1500
奥园三期花园位置 楼层好 精装保养好 满五唯一,395
未来域高区3+1户型，视野宽阔采光充足 诚意出售,850
丽都城精装入住 近五号线金平路地铁站 中间楼层,415
钥匙房送露台全朝南阳光好视野佳随时看,1644
九城湖滨  景观楼层  诚意出售  看房随时,600
一手动迁，满五不唯一，省税费！,365
闵行标杆社区+老业主委托于我+带产权车位+采光极好,1450
一分 钟的决策 一辈子的寄托 幸福就在你一念间,290
品珍苑，顶楼复式，使用面积大，附送小花园,530
新泾四村，南北通透，满五唯一，采光好，随时可看。,265
金桂大三房，送车库，业主降价急卖，看房有钥匙,750
中远两湾城 2室2厅 740万,740
满五唯一，多层4楼，钥匙房随时看，业主诚意出售,515
一。师。附。小。学。区。低。总价3房，高区，采光好,650
金塔新村  满五唯一  近五号线北桥菜市场,232
一手动迁满五唯一+婚房装修拎包入住+阁楼已做,550
白雪精装三房，接受置换，明强名 额未用，邻怡丰城,663
钥匙房，双南户型，低税费，该房型小区仅一套在售,790
佳洲欣苑 3室2厅 520万,520
新泾四村，南北通透，满五唯一，采光好，随时可看。,265
佳洲欣苑 3室2厅 520万,520
一手动迁，满五唯一，有钥匙，户型方正，得房率高,465
钥匙房，双南户型，低税费，该房型小区仅一套在售,790
静安风华苑性价 比超高两房，满五年唯一，对口万小,920
面积大+单价低+总价低+带车位+地铁+景色怡人,1230
近8号线，满五年+唯一，精装修，楼层好，送家电！,260
世博好房源，满五唯一无个税，价格可谈，看房方便,375
满五唯一    板式南北通  业主诚意出售,1550
13号线地铁口150米+精装修2年+主卧朝南厅朝北+诚售,346
碧云东方公寓 3室2厅 1230万,1230
地铁3,4,8号线，2T4H高成楼盘，配套成熟看房方便,960
精装两房+满五唯一+产权清晰+没有户口+南北通透,325
翠湖天地御苑 3室2厅 2500万,2500
豪 装带地暖， 保利 次新房，房型端正  房东诚心出售,900
房东诚心出售 带大露台的双南两房 户型方正,300
打浦桥售后公房 唯一 全明结构 钥匙房 车位充足,748
新挂盘，两房总价低，楼层好，看房方便。,415
阳光威尼斯四期，大面积两房两厅两卫，全南全明户型,530
小区中/心，中区三房，装修保养好，随时看房，诚售！,628
独立电梯 一梯一户 满五年送车位 楼层好 采光无遮挡,1600
满五年唯一 精装修 带地暖 南花园南临水,1300
梧桐城邦  南北通板式两房  看房方便,520
万达城市公寓 2室2厅 445万,445
近铁1号线+交通变利+配套齐全+降价急售+价格可谈,580
业主诚心出售，价格略有空间，全明户型，采光足,550
14号地鉄口  随时看房 配套成熟,288
此价格只有一套，双南全明，小区配套齐全，提包入住,275
精装修拎包住，实用两房，价格435万，看房方便。可谈,430
万达 附 近，业主降价急售，20万装修  全送 满五唯一,360
南北通透  全天采光  中等楼层 视野无遮挡,590
天山河畔花园 3室2厅 1150万,1150
精装双南两房 诚意出售 好置换,415
黄山始信苑 2室1厅 560万,560
满五唯一 双南全明房型 精装修光照充足,490
最 好的全南两房户型，房东急售，满五唯一税费低！,788
5年唯一对口蓬莱路二.小黄浦区蕞好的小.学。,1350
印象春城 2室2厅 330万,330
小区前排+视野千米不挡+随时可看+看中业主回国签字！,1280
满年唯一，位置好总价低，看房随时找我！,1240
阳光威尼斯(二期) 2室2厅 455万,455
板式南北通两房 景观楼层 精装修自己住 位置好 楼层好,511
明珠底楼带院子 使用50平 看房方便 诚意可签 产权清晰,415
绿洲康城亲水湾(东区) 2室2厅 510万,510
金轩大邸 2室2厅 780万 和平公园性.价比好房,760
浦东世纪花园(公寓) 4室2厅 1640万,1640
户型佳 看小区花园景观轴  自住 保养好 诚意急售,1099
此房满五年唯一落地窗大阳台，采光无遮挡，全南大两房,850
此房满五唯一，新小区，房型正气，值得购买,1185
满五唯一  南北通透 看房方便 价格好谈,815
2房2厅2卫2阳台2房朝南通透全明,1280
风度国际，满五唯一,业主诚意卖，有钥匙 看房方便。,820
满五唯一税费少，两室两卫精装修，自带车位,710
龙腾大道景观带，休闲健身好出去，品质小区等您住。,1500
地铁房，新小区，低楼层，看房方便，随时联系,243
地铁1.3.12号线+上师大附三小九年制+高区全南满五唯一,860
电梯两房 全明户型 双南中间楼层 近地铁 配套成熟,390
中天碧云 3室2厅 1180万,1180
康城小户型两房 居家装修 看房随时 诚意出售,350
新小区、动迁房满五唯一、南北通，采光无遮挡、近地铁,435
仁恒精装大三房，单价低诚意售，满五年唯一税费低,1480
有钥匙+很正气的户型+2卧室南+客厅朝南+南北通透,1050
钥匙房+稀有南北通户型+主卧朝南客厅朝南+南北双阳台,1000
双南双天井，曲阳路8号地铁站地铁房,370
5号线剑川路地铁站 钥匙房 随时可以看 一楼送院子,290
聚贤煌都 精装修  大三房 近五号线地铁口  宝龙广场,360
万科性 价 比 最 高的平层四房，有钥匙，诚意出售,868
满五年唯一免个税，一梯两户南北户型，司法局建造。,640
钥匙房随时看，南北通，采光好，业主诚意急售,460
户型好，满五唯一，配套齐全，位置好，急卖，急卖。,248
大三房，东看三大神器，西看环球港，高区景观房,1200
内环内低总价，户型好，位置安静，产权清晰，到价签字,980
满5唯1 税费少有 钥匙 看房方便,500
马桥优质的房源，只为等待最合适的你。,200
和源名城南北通透的格局，楼层好，采光充足，交通便利,468
近地铁 满五唯一 税费少 全南户型,420
地铁八号线，18号线交规，三甲医院，婚房装修业主自住,220
百合苑  一层带花园  大三房  满五年唯一,490
紫竹轩 5室3厅 870万,870
配套齐全_房东出国诚售_看中都好谈,1100
汇颂南苑 急售 南北通两房 满五年唯一  精装修 地铁房,275
品质决定生活，好的房子决定一生。好房子您值得拥有!,798
05年品质小区、人车分流、满五唯一、无个税、有钥匙,1120
一号线地铁口，高品质小区，环境好，配套成熟看房方便,810
70平精装一房/楼层好/满五唯一/有钥匙/,305
玉兰香苑(四期) 3室2厅 565万,565
徐泾总价低   税费少   两房   诚意出售,238
嘉城新航域 2室2厅 345万,345
天虹四村 2室1厅 255万,255
徐汇户口，房型正气，两房朝南，单价低，厨卫朝北,285
大运盛城+大润发五角场+地铁10号8号+同济复旦大学,735
康泰新城三房两厅两卫，位置安静，精装修,526
双南两房，诚意出售，随时看房，..,460
馨佳园(菊盛路851弄) 2室2厅 320万,320
南北通透，钥匙房，随时可看，电梯高区，诚心出售,530
电梯房全南户型，满五唯一，配套设施齐全，看房方便,730
桃林公寓，低总价电梯两房，只卖到三月底,650
莱茵半岛 3室2厅 820万,820
丹桂佳苑 2室2厅 200万,200
水韵华庭 3室2厅 880万,880
嘉富小区 2室1厅 213万,213
户型正，位置佳，楼层好，不错的,400
万科物业配套成熟，复式房上下两层，全明户型接受置换,255
楼层好，位置佳，东边套全明户型，满五唯一，仅有,345
售后公房满五唯一+边套全明+小区位置佳+急售房+急急,280
品质小区，精装修，有产权车位，随时看房。,890
钥匙房 随时可看 底楼 赠送采光院子 急售,315
裕德大厦 2室1厅 860万,860
金杨三街坊6号线沿线一梯两户2楼/6楼房东置换诚售,253
采光视野无遮挡 高楼层 地段好出行方便,450
金榜世家 性价醉高 满五年唯一  房东诚心出售,430
桃浦六村 业主置换 诚意出售 满五唯一,235
康桥月苑动迁满五年唯一两房，房东诚售，看房有钥匙。,310
乐山大楼 2室1厅 498万,498
马桥夏朵园3房2厅1卫 地段好 精装修,382
保利叶语(一期)(公寓) 4室2厅 730万,730
业主诚意出售，降价房源，位置好，等您来看,1200
上工新村、1号线地铁、满五+售后公房、1梯2户+南北通,455
美林小城 精装三房 税费低 诚售,480
地铁房出行方便，一号线直达市区，配套公交车四通八达,310
浦明师范，近6号线浦电路，楼层佳全明采光好,295
月季园房型最正，诚意出售，看房有钥匙,437
三复四叠加别墅 景观位置 使用300多平满五惟一送车位,1230
新天地 精装2房 满五唯一税少 业主诚售  随时看房,680
南北通透，前后无遮挡，婚房装修好房，满五唯一,177
钥匙房 随时可看 底楼 赠送采光院子 急售,315
裕德大厦 2室1厅 860万,860
金杨三街坊6号线沿线一梯两户2楼/6楼房东置换诚售,253
采光视野无遮挡 高楼层 地段好出行方便,450
金榜世家 性价醉高 满五年唯一  房东诚心出售,430
桃浦六村 业主置换 诚意出售 满五唯一,235
康桥月苑动迁满五年唯一两房，房东诚售，看房有钥匙。,310
乐山大楼 2室1厅 498万,498
马桥夏朵园3房2厅1卫 地段好 精装修,382
保利叶语(一期)(公寓) 4室2厅 730万,730
苏州河边小户型三房，实用性高。,690
芳华路253弄 2室2厅 405万,405
业主诚意出售，降价房源，位置好，等您来看,1200
上工新村、1号线地铁、满五+售后公房、1梯2户+南北通,455
美林小城 精装三房 税费低 诚售,480
地铁房出行方便，一号线直达市区，配套公交车四通八达,310
一梯两户 好楼层 小区中间位置 满五唯一税费少,207
大运盛城+大润发五角场+地铁10号8号+同济复旦大学,735
双南两房，诚意出售，随时看房，..,460
馨佳园(菊盛路851弄) 2室2厅 320万,320
南北通透，钥匙房，随时可看，电梯高区，诚心出售,530
品质小区，精装修，有产权车位，随时看房。,890
绿地香颂联排别墅 满二税费少 有钥匙随时可看,336
澳门公寓 3室2厅 650万,650
鸿宝一村南区钥匙房，产权清晰，诚心出售，地铁口旁,150
月季园房型最正，诚意出售，看房有钥匙,437
钥匙房 随时可看 底楼 赠送采光院子 急售,315
浦明师范，近6号线浦电路，楼层佳全明采光好,295
馨良苑热推房源，楼层佳，位置好。诚意出售有钥匙！！,465
江海新村 满五唯一 税费低 楼层适中 采光无遮挡,190
长清路地铁站上钢九村精装两房急售 有钥匙随时看房,290
罗山四村~正气两房一厅，全明户型，诚意出售，,335
地铁一号线 精装3房 南北双阳台 满五年 看房有钥匙,470
南北通透小三房，紧靠大场公园，景观房,545
跟踞自己的需求按自己的风格装修,235
精装二房+满五唯一+产权清晰+南北通透+看房方便,550
三楼好楼层 房子是宝钢员工福利分房 房子没有税,290
文宝苑 2室1厅 373万,373
满五年唯一 有钥匙 诚意出售 地段好 物业严格,780
满五唯一 ，步行五恒隆广场，楼层好，采光充足,660
满五唯一+两房朝南+带露台+看房方便+产权清晰,810
满五唯一 南北正通 中间楼层 得房率高,538
文怡花园三期 2004竣工 满五唯一 底楼+送30平花园 急,249
『玉宇琼楼、传世百年新华』、地铁口荣耀②房· 超赞,360
金杨新村三街坊 1室1厅 263万,263
东方曼哈顿 3室2厅 1520万,1520
东南朝向！满五唯一！全新装修，从未入住,随时签字！,1280
满五唯一、南北直通、采光好、中间位置、钥匙房,630
《茅台雅苑》+《有钥匙》+《上家没税》+《随时看房》,505
育秀学 区房 满五唯一  现浇房 钥匙房 非顶层 急售哦,283
虹口凉城精装一楼带天井 带露台  带储藏室,375
满五年唯一免个税送产权车位精装全南2房白银路普小,325
梅川四街坊 小区三楼  业主诚意出售 链家钥匙房,344
广洋新景苑原始户型毛坯三房在售  十楼看河景  税费低,1425
电梯小三房，满五唯一，房东诚心出售，价格可以谈,490
小区位置佳带花园，步行至地铁500米，看房随时！,798
文华苑(宝山) 1室1厅 305万,305
广洋新景苑原始户型毛坯三房在售  十楼看河景  税费低,1425
满五年唯一免个税送产权车位精装全南2房白银路普小,325
梅川四街坊 小区三楼  业主诚意出售 链家钥匙房,344
1号线，满五唯一，宝宸低总价，高区大两房，只要588万,585
全南2房，客厅带阳台，南京西路板块，看房随时,1250
双天井大两房+小区位置好+诚意出售随时看房！,388
六师附-小名校旁，近六号地铁线洲海路站，南北通透！,850
此房满五年唯一+楼层优越+房东诚意出售,505
就这套吧 南北直通 满五唯一 电梯6楼 房型正 价位好,670
淞南四村 1室1厅 176万,176
急售，四楼南北通透，满五唯一，1号线走路1000米，,247
中间楼层  安静位置  三年装修,898
黄山始信苑 2室1厅 580万,580
小区前排位置，装修好，一手动迁，满五年，税少,280
秋月二期小区中间位置双南户型，可改三房 双阳台采光,780
水岸金桥苑 1室2厅 260万,260
满五唯一+近地铁12号线+全明户型+近紫金广场,488
正气南北全明两房，满五唯一，二手买进，税费少！,560
满五减税+双南户型+采光无遮挡+精致二改三+无浪费面积,750
地铁房 小区中间位置 五年唯一少税 地暖拎包入住,1230
内环内，两房当一房卖，业主急售，出价就卖，随时看,259
宇泰景苑：1梯2户小高层两房业主置换别墅，着急出售。,850
满五唯一南北两房 业主诚意买房 看房方便诚售,570
黄山始信苑 2室2厅 630万,630
配套商品房，近地铁8号线，南北通透户型好，看房方便,540
虹桥万博花园 2室2厅 930万,930
近四平路，家乐福，二师，南北通透，楼层好采光好,490
链家好房景观房 满五唯一无个税  名 额未用南北通透,378
地铁南北大两房，满五税少，小区正中位置，价格可谈,395
金橘新苑  精装南北通两房带40平大露台  满五唯一没税,550
满五唯一，钥匙房，随时可看，价格可谈.,350
满五年精装，看房方便，诚意出售，房型正气，得房率高,469
上隽嘉苑南北通2房，自住婚房装修，满5唯一带车位！！,368
精装3房2卫，2房朝南，户型正气，汇金路地铁口500米,255
地杰国际城一期、地铁口小区、南北通户型、满五唯一,715
正旺苑 2室1厅 440万,440
南北通透的四房，采光不错，有钥匙随时看房！,1280
万源杰座 3室2厅 1200万,1200
春申玫瑰苑 3室2厅 698万,698
此房南北直通双阳台三房格局，诚意急售，价格可谈！！,415
满五唯一，税费少，好的教育资源对口，双南户型钥匙房,310
华丽家族花园 2室2厅 1100万,1100
小户型 总价低 环境好 近地铁 有钥匙,160
星颂家园 3室2厅 485万,485
业主诚意出售      ，精装4房,1200
满五唯一 带天井 近地铁 格局好 诚意出售 看房 有钥匙,360
徐家汇地铁站出口 04年品质小区  含产权车位 钥匙房,1400
资深店经理诚意推荐丨满五唯一丨看房随时丨优选房源,475
18号线地铁站边上，南北通透大3房，看房有钥匙。,375
满五唯一，次新小区，中间楼层，大一房一厅,450
内环内 品质外销房 全明全南 房型正气 阳光充足,950
南翔宜居居住区，别墅区+小区临河和留云公园。,360
海尚墅林苑，四周都是大学，南面有在建的别墅区,180
看房我有钥匙业主急售税费低到价签字配套成熟交通方便,410
梅陇二村双南两房，视野开阔，有钥匙看房方便诚意出售,280
南北通大2房 户型好 楼层佳 可改三房,335
三房朝南，不靠路，满五唯一，可看可签，诚意出售,695
好世皇马苑精装三房 视野开阔  看房联系链家刘兵兵,438
高区电梯房，精装修拎包住，大一房，采光好，近地铁,640
电梯+总价低+两房朝南+采光好！,495
总价低 电梯三房 飞机户型 近地铁,650
美兰湖岭域 4室2厅 780万,780
满五唯一税少，南北通透全明户型，交通便利,360
一手动迁+满五唯一上家无增值税无个税+有钥匙看房方便,315
满五唯一 斜土路板块 双南精装两房 有钥匙,358
永福路147弄 1室1厅 430万,430
带钥匙随时看，双南带厅，7、8号线，清流中，售后公房,339
浦三小区 2室1厅 345万,345
满五年唯一、毛坯可根据自己的喜好装修,285
内环品质房源 贵龙园 四、六号线 学（区）好、区位优,1160
水清华庭电梯精装，满五唯一，沿河景观，全南户型,520
银都一村。一室户。满五唯一。有钥匙。随时可看。,170
江海花园 140平大三房 两个卫生间 单价只有1.9万,274
房东诚意出售，两朝南房型正气，满五年！,580
贝越流明新苑 3室2厅 695万,695
满五唯一 精装修 中间楼层 南北户型 瑞丽菜市场 五院,210
美林小城  电梯中层 有钥匙，诚心卖,550
近地铁，免征个税，毛坯，看房随时，业主急售,1050
远洋7号 3室2厅 415万,415
满五唯一+双南户型+随时可看+人车分流+自带会所,980
滨江板块 两南一北户型 满五唯一 配套完善 看房有钥匙,590
南郊别墅(别墅) 4室4厅 2000万,2000
人民广场+高区景观+视野棒采光好+满五年税少,980
2003年房龄，满五年唯一，房东没有税，价格可以小谈,230
上院 2室2厅 285万,285
中高层，地铁口，售后公房，看房随时。,455
殷高小区 2室1厅 299万,299
滨江雅苑 3室2厅 799万,799
云雾山路9弄 2室0厅 315万,315
满五唯一   楼层好 小区位置很好  房东诚心出售,190
罗秀三村 1室1厅 195万,195
南北通，小三房，业主诚意卖，价格可以谈，随时可看,595
房东诚意出售，两朝南房型正气，满五年！,580
贝越流明新苑 3室2厅 695万,695
满五唯一 精装修 中间楼层 南北户型 瑞丽菜市场 五院,210
锦博苑 2室1厅 560万,560
振兴小区(徐汇) 1室1厅 308万,308
业主置换去北京置业，看房随时，诚意出售，满五年唯一,1150
老西门新苑 2室2厅 1145万,1145
佳龙花园 3室2厅 1050万,1050
美林小城  电梯中层 有钥匙，诚心卖,550
晶苑一期纯毛坯独栋，满五年唯一税费少,1420
满五唯一、高层景观房、送精装修、看房有钥匙。,425
精装修+两南一北+南北通+满五唯一+闸北实验+大宁国际,980
一楼带天井，实用面积大，明厨明卫，税费少，诚意出售,246
经纬新出大两房，看房方便，房东置换急售，精装满五,507
佳兆业珊瑚湾 精装小三房 70年产权 随时看房 诚意出售,163
地铁房，公园旁，近商场。刚需两房，钻石楼层，税费低,440
业主急售 满五唯一 中环内 近地铁 配套齐全 看房方便,507
崮山小区+楼层佳+房型好+诚意出售,590
阳光苑 2室1厅 265万,265
超高得房率 经典南北通 交通便捷 经典复式,858
南北通，满五唯一，拎包入住，房东因工作原因诚心置换,450
楼层好，边套采光好，小区中间位置，地铁300米,340
太浜巷赵家宅小区 近地铁 挨近内环 楼层好 双南两房,405
《采光布局》：高区采光不挡，通风性好。绿化多，,825
东方名园的美，三房两厅两卫，2003年建低单价的次新房,890
便宜20万急卖，电梯小高层一梯三户,810
东方名园的美，三房两厅两卫，2003年建低单价的次新房,890
便宜20万急卖，电梯小高层一梯三户,810
送阁楼30平米，总价降低30万，诚心急售，看房方便,450
南北通，满五唯一，拎包入住，房东因工作原因诚心置换,450
太浜巷赵家宅小区 近地铁 挨近内环 楼层好 双南两房,405
楼层好，边套采光好，小区中间位置，地铁300米,340
万科电梯两房、满五年唯一，精装保养好、看房方便。,350
房子是满五唯一的，自住居家装修 保养好,560
中间位置对口华夏西校+附属 小 学+地铁2号线满五唯一,270
业主诚意出售，小区后排，正气三房，楼层佳，有车位,1560
万兆家园，南北通透2+1，采光好，精装修,475
美兰湖岭域 3室2厅 425万,425
淞南八村 两房朝南 低区出行方便 小区花园位置视野好,275
《采光布局》：高区采光不挡，通风性好。绿化多，,825
满五唯一 大阳台一室户 看房方便,145
罗山花苑 2室2厅 680万,680
9/12号线，明强西校，边套南北通透，产权清晰,598
独立三期小户型，高层，满五省税，诚意出售，方便看房,288
福利分房，税费少，楼层低，无遮挡采光好，诚意出售！,570
从半夜到早晨只剩一盏灯像这样一个尤物不该晾在一旁~,262
大华公寓(长宁) 2室1厅 405万,405
四轨交汇 满五唯一 无个税 看房方便 南京西路板块！！,970
仁恒滨江大4房 双主卧设计 南北通透 三面采光 方便看,2350
淮海晶华苑 2室2厅 1800万,1800
万寿新村(青浦) 2室1厅 173万,173
圣骊澳门苑 3室2厅 1058万,1058
新丰小区 1室1厅 305万,305
好楼层，好户型，好地段，低总价，满五唯一，看房随时,655
高区景观 满五年唯一 全明户型 精装修 看房方便 诚售,960
文华苑一期2居，双南户型，婚房装修，大华三路地铁站,382
保利西子湾 1室1厅 274万,274
8/9号线陆家浜地铁口，边套全明，南北通三房，单价7万,950
东体小区 2室1厅 335万,335
颛桥5号线颛溪五村维护一房变现急卖210万满五唯一懂得,225
边套全明 满五唯一 无学籍 户口可迁 拎包入住 方便看,500
房东是置换的，诚心卖房，看房基本方便，有价格空间,830
精装修南北边套两房，57.32只要这个低价格，房东诚心,440
馨佳园(菊泉街1346弄) 2室1厅 300万,300
静安丽舍两房全南户型，附赠阳台7平米左右，诚意出售,820
古北正气板式四房 业主上海人置换诚售,1898
对口建镶，满五年唯一，出行方便，板式南北户型！,1550
业主急售的婚房装修,保养很好,满五年唯一免征个税,375
满五唯一，精装修，电梯高层，商品房，南北通透,415
满五唯一 十足诚意 同小区电梯两房无可匹敌,540
比邻中山公园 高区星架比两房 业主及售,810
凯欣豪园中区 自住装修 拎包入住 看房方便,1180
对明强西校，精装修，采光和小区位置好，近9号线,335
平南一村，一房一厅，满五年唯一，诚心卖，价格可谈,300
满五年业主名下唯一 南北通透 可观黄浦江江景 采光好,1720
业主置换，降价急售+满五年唯/一+有车位+精装修,780
新桥镇七十年产权住宅、已改好两房,210
羽北全南两居+满五唯一+黄 金楼层+性 价比 高,560
地铁1号线 南北两房 花园位置,360
路过请不要错过，核算的4房2厅3卫，稀有+诚意,1348
中间楼层前后采光无遮挡，满五唯一业主诚心出售,231
前排步行街景观两房，全南户型，送超大露台，满五唯一,1380
佳泰花园 3室2厅 890万,890
丰东精装沿河景观房，满五唯一，装修3年，南北通透！,275
小区总价低随时可以看房一房户型改做两房边套客厅带窗,185
次房满五唯一、精致装修有装的水暖、双南户型、楼层好,450
知雅汇(公寓) 2室2厅 360万,360
景观房 采光好 南北通户型全明，闹中取静,925
一楼带30平大花园。满五年唯一，税费少，看中可谈,675
海尚明城经典60平小户型，配备设施齐全，交通便利,250
高海多层精装修楼层好近地铁景色好近六师校区一手动迁,530
好房急售 总价低  楼层好 采光佳  随时看房,530
佳泰花园 3室2厅 890万,890
1080万+3房2厅2卫+求知小 学+中国中 学！房东诚意!,1080
岚皋馨苑 2室2厅 545万,545
明强总校 满五税少 看房方便 采光好 总价低,368
电梯中区一房两厅  布局合理 采光充足 视野开阔,365
圣骊澳门苑 3室2厅 1058万,1058
新丰小区 1室1厅 305万,305
好楼层，好户型，好地段，低总价，满五唯一，看房随时,655
高区景观 满五年唯一 全明户型 精装修 看房方便 诚售,960
文华苑一期2居，双南户型，婚房装修，大华三路地铁站,382
康桥水都(公寓) 2室1厅 322万,322
共康七村双南两房，三楼，满五唯一税费少，价格可以谈,320
小区中间位置，景观楼层，采光充足，精装修，南北2房,365
双南全明户型  景观楼层  采光充足  楼下20米地铁站,525
仁恒河滨城 3室2厅 1450万,1450
颛桥5号线颛溪五村维护一房变现急卖210万满五唯一懂得,225
此房满五唯一免个税 全明户型 楼层好 视野开阔!!!,268
送拎包入住，满五唯一，同小区对比比较便宜的2房！,410
对口卢湾实验，8.9号线旁、南北通透房型方正、附车位,1390
满五唯一 南北套 中山公园地铁 交通便利 配套好,1200
宜德苑 2室2厅 850万,850
荣域飘鹰锦和花园精装修2房南北通户型 总价低,380
丰东精装沿河景观房，满五唯一，装修3年，南北通透！,275
小区总价低随时可以看房一房户型改做两房边套客厅带窗,185
书院一号公寓 2室1厅 200万,200
罗南二村 2室1厅 218万,218
银春金典小两房，近地铁，精装修，满五唯一，税少,257
满五唯一，业主诚意出售，看房提前预约。,980
卖到5月底+带花园+带地下室+配套齐全+满五唯一,720
只卖两天！！满五年唯一免个税，南北通透格局，好双卫,420
小区四房，业主回国急售，满五唯一税费少，带地暖,1780
友谊小区 3室0厅 380万,380
静安丽舍两房全南户型，附赠阳台7平米左右，诚意出售,820
