limit_infor,campaign_type,campaign_level,product_level,resource_amount,email_rate,price,discount_rate,hour_resouces,campaign_fee,orders
0,0,0,2,5,0.46,168,0.81,787,2733,3520
0,3,1,2,5,0.46,157,0.83,347,4020,4367
0,1,1,2,5,0.46,157,0.83,665,4907,5572
0,0,0,1,5,0.46,151,0.83,2132,4692,6824
0,1,1,1,5,0.46,149,0.79,838,4460,8298
0,2,1,1,5,0.46,140,0.90,1348,5424,6772
0,4,1,1,5,0.46,154,0.89,529,2738,3267
0,2,1,1,5,0.46,156,0.82,922,6612,7534
0,5,1,2,5,0.46,159,0.84,742,4018,4760
0,3,1,1,5,0.47,151,0.81,304,4275,4579
0,4,1,2,5,0.46,181,0.80,240,2419,2659
0,2,1,1,5,0.46,162,0.83,695,3992,4687
0,0,0,2,5,0.46,181,0.87,2207,3685,5892
0,6,0,1,5,0.46,150,0.76,1965,3347,5312
0,6,0,1,5,0.47,138,0.63,1424,1693,3117
0,2,1,1,5,0.47,173,0.83,551,6055,6606
0,4,1,1,5,0.47,164,0.58,471,3724,4195
0,3,1,1,5,0.47,143,0.88,655,5541,6196
0,0,0,2,5,0.47,169,0.60,998,3461,4459
0,5,1,1,5,0.47,159,0.77,894,3714,4608
0,3,1,2,5,0.47,172,0.85,404,3490,3894
0,2,1,1,5,0.47,171,0.79,486,3970,4456
0,6,0,1,5,0.47,157,0.88,2806,5284,8090
0,3,1,1,5,0.47,148,0.71,674,5024,5698
1,1,0,1,5,0.48,174,0.83,1097,5172,6269
0,4,1,1,5,0.48,162,0.77,325,4665,4990
0,1,1,1,5,0.48,157,0.92,830,6228,7058
0,1,1,1,5,0.48,132,0.64,905,4680,5585
0,6,0,2,5,0.48,172,0.81,1434,3077,4511
0,4,1,1,5,0.48,162,0.87,639,4126,4765
0,4,1,1,5,0.48,144,0.68,834,5299,6133
0,6,0,1,5,0.49,150,0.81,2795,4665,7460
0,4,1,2,5,0.48,176,0.82,475,4551,5026
0,4,1,1,5,0.49,161,0.93,846,5719,6565
0,0,0,1,5,0.49,128,0.77,2230,2939,5169
0,6,0,2,5,0.49,189,0.81,1033,2339,3372
0,2,1,2,5,0.49,174,0.73,257,1777,2034
0,1,1,1,5,0.49,174,0.86,253,3614,4867
0,2,1,2,5,0.49,167,0.84,409,2795,3204
0,4,1,1,5,0.49,155,0.69,1026,5546,6572
0,6,0,1,5,0.50,148,0.74,1899,3318,5217
0,0,0,1,5,0.49,170,0.82,1353,2921,4274
0,5,1,1,5,0.50,146,0.76,878,3717,4595
0,5,1,1,5,0.50,168,0.98,949,4036,4985
0,0,0,1,5,0.50,149,0.72,1748,3293,5041
0,5,1,2,5,0.49,186,0.82,692,3413,4105
0,1,1,1,5,0.50,154,0.84,669,2760,3429
0,6,0,2,5,0.51,176,0.89,3155,4681,7836
0,3,1,1,5,0.50,163,0.81,780,6911,7691
0,1,1,1,5,0.50,149,0.86,1001,6435,7436
0,6,0,1,5,0.51,154,0.84,1612,3102,4714
0,6,0,2,5,0.50,192,0.87,902,2507,3409
0,1,1,2,5,0.51,165,0.91,763,6015,6778
0,6,0,1,5,0.51,170,0.95,2235,3174,5409
0,0,0,1,5,0.51,164,0.72,2080,4559,6639
0,5,1,1,5,0.51,152,0.74,579,2348,2927
0,4,1,2,5,0.51,173,0.76,1008,6501,7509
0,5,1,1,5,0.52,169,0.85,1340,5950,7290
0,0,0,1,5,0.52,158,0.87,2015,4874,6889
0,4,1,1,5,0.52,157,0.56,486,4896,5382
0,0,0,1,5,0.52,163,0.93,1401,2932,4333
0,0,0,1,5,0.52,147,0.78,2454,5453,7907
0,6,0,2,5,0.52,172,0.76,2643,5209,7852
0,2,1,2,5,0.51,169,0.80,449,3746,4195
0,1,1,1,5,0.52,159,0.69,595,3891,4486
0,4,1,2,5,0.51,183,0.89,735,3840,4575
0,3,1,2,5,0.51,182,0.91,1122,5108,6230
0,2,1,2,5,0.52,170,0.89,637,4111,4748
0,1,1,1,5,0.53,159,0.82,664,3698,4362
0,2,1,1,5,0.52,149,0.88,694,4109,4803
0,5,1,1,5,0.52,136,0.76,1319,5711,7030
0,1,1,1,5,0.51,158,0.82,713,3857,4570
0,4,1,1,5,0.52,175,0.81,695,4169,4864
0,5,1,1,5,0.53,172,0.87,909,4008,4917
0,1,1,2,5,0.53,166,0.77,1008,5265,6273
0,3,1,1,5,0.53,165,0.82,559,4267,4826
0,2,1,3,5,0.52,189,0.66,204,2506,2710
0,5,1,1,5,0.53,153,0.77,884,2355,3239
0,0,0,1,5,0.52,173,0.94,2397,3114,5511
0,2,1,2,5,0.53,161,0.79,968,6033,7001
0,3,1,1,5,0.53,147,0.82,1058,5378,6436
0,3,1,3,5,0.51,190,0.76,254,2170,2424
0,3,1,1,5,0.53,163,0.88,550,3632,4182
0,6,0,1,5,0.53,154,0.77,2589,5966,8555
0,3,1,3,5,0.52,191,0.75,217,2199,2416
0,2,1,1,5,0.53,164,0.91,841,6625,7466
0,1,1,1,5,0.53,173,0.84,982,5171,6153
0,5,1,2,5,0.52,181,0.87,1182,6262,7444
0,4,1,1,5,0.53,162,0.88,939,6781,7720
0,1,1,2,5,0.53,173,0.82,847,3554,4401
0,1,1,2,5,0.53,169,0.85,691,3848,4539
0,3,1,2,6,0.53,187,0.80,536,3319,3855
0,4,1,2,6,0.53,180,0.88,875,6484,7359
0,2,1,1,6,0.54,157,0.76,845,6693,7538
0,5,1,2,6,0.53,172,0.78,529,3115,3644
0,3,1,1,6,0.54,154,0.78,788,6803,7591
0,4,1,1,6,0.53,183,0.88,1334,5537,6871
0,6,0,1,6,0.54,166,0.73,3031,4934,7965
0,3,1,1,6,0.54,161,0.92,1027,6028,7055
0,4,1,1,6,0.53,158,0.85,1005,5187,6192
0,4,1,2,6,0.54,177,0.87,764,5657,6421
0,2,1,1,6,0.54,181,0.88,1051,5042,6093
0,2,1,2,6,0.53,188,0.87,438,3203,3641
0,2,1,2,6,0.54,184,0.72,678,3445,4123
0,1,1,2,6,0.54,171,0.70,760,5115,5875
0,0,0,2,6,0.54,187,0.85,1582,2971,4553
0,0,0,2,6,0.55,174,0.85,2135,4224,6359
0,5,1,2,6,0.54,182,0.87,753,4671,5424
0,3,1,1,6,0.54,180,0.86,667,5502,6169
0,5,1,1,6,0.54,165,0.79,830,4372,5202
0,5,1,1,6,0.55,152,0.86,1521,6118,7639
0,6,0,1,6,0.54,148,0.88,2622,4807,7429
0,2,1,1,6,0.54,162,0.76,762,5085,5847
0,2,1,2,6,0.55,181,0.86,667,3896,4563
0,1,1,2,6,0.54,178,0.83,653,4446,5099
0,6,0,1,6,0.54,168,0.72,2541,4083,6624
1,1,0,1,6,0.54,173,0.96,1514,3603,5117
0,3,1,1,6,0.55,151,0.88,997,5315,6312
0,1,1,2,6,0.55,179,0.79,342,2501,2843
0,1,1,1,6,0.54,143,0.61,734,2381,3115
0,3,1,2,6,0.55,174,0.78,620,4097,4717
0,1,1,1,6,0.55,179,0.87,773,3185,3958
0,4,1,2,6,0.55,171,0.73,428,3231,3659
0,2,1,1,6,0.55,152,0.91,1070,6697,7767
0,0,0,1,6,0.56,157,0.91,2166,5167,7333
0,1,1,2,6,0.55,173,0.85,1022,5847,6869
0,0,0,2,6,0.55,181,0.81,1710,2481,4191
0,2,1,2,6,0.56,169,0.70,738,4990,5728
0,6,0,1,6,0.57,155,0.81,2795,5325,8120
0,1,1,1,6,0.57,150,0.74,1118,6407,7525
0,3,1,1,6,0.56,164,0.93,795,6898,7693
0,4,1,2,6,0.55,190,0.86,290,2623,2913
0,2,1,3,6,0.54,187,0.90,315,4324,4639
0,0,0,1,6,0.57,160,0.86,2634,4344,6978
0,4,1,1,6,0.57,152,0.77,1242,6142,7384
0,3,1,2,6,0.55,190,0.90,539,3813,4352
0,3,1,1,6,0.56,161,0.76,613,3331,5944
0,1,1,2,6,0.57,172,0.68,855,2493,3348
0,6,0,3,6,0.55,187,0.79,1264,3195,4459
0,1,1,1,6,0.58,149,0.72,1071,5927,6998
0,1,1,2,6,0.57,181,0.77,630,3729,4359
0,3,1,3,6,0.54,192,0.90,118,1878,1996
0,5,1,1,6,0.57,167,0.85,1250,6917,8167
0,3,1,1,6,0.57,158,0.87,1050,6820,7870
0,6,0,1,6,0.57,146,0.92,3410,4884,8294
0,5,1,2,6,0.57,169,0.88,2469,5893,8362
0,6,0,1,6,0.57,163,0.88,2258,3547,5805
0,4,1,1,6,0.57,157,0.84,1038,6456,7494
0,0,0,1,6,0.58,149,0.82,2494,5147,7641
0,0,0,1,6,0.57,175,0.85,1576,3084,4660
0,2,1,1,6,0.59,151,0.73,727,4164,4891
0,6,0,2,6,0.56,186,0.92,1776,3647,5423
0,1,1,1,6,0.57,178,0.81,773,3300,4073
0,0,0,1,6,0.57,151,0.77,2846,4286,7132
0,6,0,1,6,0.59,150,0.75,3160,5554,8714
0,2,1,1,6,0.60,139,0.73,989,5702,6691
0,5,1,2,6,0.52,197,0.92,258,2137,2395
0,0,0,1,6,0.58,155,0.78,2570,5657,8227
0,2,1,2,6,0.58,179,0.85,625,4490,5115
0,4,1,1,6,0.58,164,0.92,1054,6750,7804
0,0,0,1,6,0.59,158,0.77,2172,3946,6118
